Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
The Chin Chin Club Ltd,,49-50      Camden Lock Place,London,NW1 8AF,1,Restaurant/Cafe/Canteen,426041,FHRS,5,10,5,4,24/01/2014,False,64771,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528631,184085,-0.146604,51.541016,Unknown,08/05/2016,"(51.541016, -0.146604)",2335
The Cleanbreak Theatre Company,,2      Patshull Road,London,NW5 2LB,1,Restaurant/Cafe/Canteen,424468,FHRS,5,5,0,5,20/03/2009,False,23946,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,528997,184774,-0.141063,51.547133,Unknown,08/05/2016,"(51.547133, -0.141063)",2336
The Clerk and Well,,156      Clerkenwell Road,London,EC1R 5DU,1,Restaurant/Cafe/Canteen,426188,FHRS,20,10,20,1,14/03/2016,False,68625,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531160,182056,-0.110913,51.522201,Unknown,08/05/2016,"(51.522201, -0.110913)",2337
The Co-operative,,23      Lower Merton Rise,,NW3 3RA,7840,Retailers - supermarkets/hypermarkets,704068,FHRS,0,0,5,5,18/09/2014,False,76934,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527235,184232,-0.166656,51.542653,Unknown,08/05/2016,"(51.542653, -0.166656)",2338
The Cobden Arms,,28-30      Camden High Street,London,NW1 0JH,7843,Pub/bar/nightclub,425484,FHRS,0,5,5,5,25/09/2012,False,5652,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529174,183470,-0.13899,51.535365,Unknown,08/05/2016,"(51.535365, -0.13899)",2339
Black Pot Catering,,3      Branch Hill,London,NW3 7LT,7841,Other catering premises,425541,FHRS,0,5,10,4,09/07/2012,False,57393,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526122,186088,-0.182032,51.559582,Unknown,08/05/2016,"(51.559582, -0.182032)",234
The Cock Tavern,,23      Phoenix Road,London,NW1 1HB,7843,Pub/bar/nightclub,426181,FHRS,5,10,5,4,27/10/2015,False,6841,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529716,183017,-0.131347,51.53117,Unknown,08/05/2016,"(51.53117, -0.131347)",2340
The Coffee Cup,,74      Hampstead High Street,London,NW3 1QX,1,Restaurant/Cafe/Canteen,424518,FHRS,5,0,0,5,19/07/2012,False,2529,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526456,185668,-0.177381,51.555742,Unknown,08/05/2016,"(51.555742, -0.177381)",2341
The College Arms,,18      Store Street,London,WC1E 7DH,7843,Pub/bar/nightclub,423696,FHRS,10,10,5,3,09/02/2012,False,10780,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529707,181768,-0.13195,51.519948,Unknown,08/05/2016,"(51.519948, -0.13195)",2342
The Colonel Fawcett,,1      Randolph Street,London,NW1 0SS,7842,Hotel/bed & breakfast/guest house,667823,FHRS,15,15,20,1,10/03/2016,False,70945,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529348,184180,-0.136222,51.541706,Unknown,08/05/2016,"(51.541706, -0.136222)",2343
The Constitution Public House,,42      St Pancras Way,London,NW1 0QT,7843,Pub/bar/nightclub,639813,FHRS,10,10,10,3,10/02/2014,False,5950,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529405,184029,-0.135456,51.540336,Unknown,08/05/2016,"(51.540336, -0.135456)",2344
The Court,,108A      Tottenham Court Road,London,W1T 5AA,7843,Pub/bar/nightclub,424828,FHRS,5,10,0,4,29/05/2012,False,35656,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529345,182096,-0.13703,51.522987,Unknown,08/05/2016,"(51.522987, -0.13703)",2345
The Courtyard Cafe,Paul O'gorman Building,72      Huntley Street,London,WC1E 6DE,1,Restaurant/Cafe/Canteen,425555,FHRS,0,0,5,5,02/07/2010,False,57651,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529520,182163,-0.134498,51.523549,Unknown,08/05/2016,"(51.523549, -0.134498)",2346
The Creperie,95 The Stables Market,Chalk Farm Road,London,,7846,Mobile caterer,424387,FHRS,10,10,10,3,19/03/2015,False,22519,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528588,184242,-0.14716222369224,51.5424406530874,Unknown,08/05/2016,"(51.5424406530874, -0.14716222369224)",2347
The Crown,,43      Monmouth Street,London,WC2H 9DD,7843,Pub/bar/nightclub,423826,FHRS,5,5,5,5,19/03/2012,False,13365,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530081,181156,-0.126788,51.514371,Unknown,08/05/2016,"(51.514371, -0.126788)",2348
The Crown PH,,51      New Oxford Street,London,WC1A 1BL,7843,Pub/bar/nightclub,423806,FHRS,5,0,0,5,16/11/2010,False,13125,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530097,181434,-0.126441,51.516865,Unknown,08/05/2016,"(51.516865, -0.126441)",2349
Black Truffle,,41      England's Lane,,NW3 4YD,1,Restaurant/Cafe/Canteen,704067,FHRS,10,10,10,3,23/09/2014,False,76034,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527527,184565,-0.162327,51.54558,Unknown,08/05/2016,"(51.54558, -0.162327)",235
The Cruciform Cafe,The Cruciform Building,Gower Street,London,WC1E 6EA,7841,Other catering premises,424684,FHRS,5,5,5,5,30/10/2006,False,30750,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529704,181996,-0.131909,51.521998,Unknown,08/05/2016,"(51.521998, -0.131909)",2350
The Cuban Bar Restaurant,The Stables Market,Chalk Farm Road,London,NW1 8AH,1,Restaurant/Cafe/Canteen,425032,FHRS,10,10,5,3,16/03/2015,False,45316,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528574,184192,-0.147372,51.541999,Unknown,08/05/2016,"(51.541999, -0.147372)",2351
The Danish Ywca,,43      Maresfield Gardens,London,NW3 5TF,7842,Hotel/bed & breakfast/guest house,424313,FHRS,0,0,5,5,02/07/2010,False,21936,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526425,185027,-0.178058,51.549988,Unknown,08/05/2016,"(51.549988, -0.178058)",2352
The Dartmouth Arms,,35      York Rise,London,NW5 1SP,7843,Pub/bar/nightclub,424439,FHRS,5,10,10,3,14/02/2012,False,2291,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528771,186042,-0.143857,51.558571,Unknown,08/05/2016,"(51.558571, -0.143857)",2353
The Day Nursery,,27-29      Pond Street,London,NW3 2PN,5,Hospitals/Childcare/Caring Premises,424347,FHRS,5,5,5,5,17/07/2015,False,22195,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527151,185481,-0.167415,51.553905,Unknown,08/05/2016,"(51.553905, -0.167415)",2354
The Department of Coffee & Social Affairs,,14-16      Leather Lane,London,EC1N 7SU,1,Restaurant/Cafe/Canteen,426104,FHRS,10,15,10,2,12/08/2015,False,66628,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531293,181769,-0.10909,51.519591,Unknown,08/05/2016,"(51.519591, -0.10909)",2355
The Dickens House Museum,Dickens House Museum,48      Doughty Street,London,WC1N 2LF,1,Restaurant/Cafe/Canteen,426517,FHRS,0,5,10,4,15/12/2010,False,9133,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530758,182246,-0.116633,51.52401,Unknown,08/05/2016,"(51.52401, -0.116633)",2356
The Diner,,190      Shaftesbury Avenue,,WC2H 8JL,1,Restaurant/Cafe/Canteen,470892,FHRS,5,10,5,4,09/11/2012,False,75060,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530092,181271,-0.126587,51.515402,Unknown,08/05/2016,"(51.515402, -0.126587)",2357
The Diner,,2      Jamestown Road,London,NW1 7BY,1,Restaurant/Cafe/Canteen,425611,FHRS,5,5,5,5,30/04/2013,False,58239,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528573,183991,-0.14746,51.540193,Unknown,08/05/2016,"(51.540193, -0.14746)",2358
The Dolphin,,44      Red Lion Street,London,WC1R 4PF,7843,Pub/bar/nightclub,423760,FHRS,5,5,10,4,22/11/2010,False,11861,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530703,181783,-0.117583,51.519862,Unknown,08/05/2016,"(51.519862, -0.117583)",2359
Bleeding Heart Bistro,,7      Bleeding Heart Yard,London,EC1N 8SJ,1,Restaurant/Cafe/Canteen,425535,FHRS,10,5,5,4,22/10/2015,False,57275,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531441,181746,-0.106966,51.519358,Unknown,08/05/2016,"(51.519358, -0.106966)",236
The Dolphin Public House,,47      Tonbridge Street,London,WC1H 9DW,7843,Pub/bar/nightclub,426340,FHRS,5,10,5,4,07/03/2012,False,7179,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530184,182765,-0.124697,51.528798,Unknown,08/05/2016,"(51.528798, -0.124697)",2360
The Draft House,,43      Goodge Street,,W1T 1TA,1,Restaurant/Cafe/Canteen,499651,FHRS,5,5,0,5,07/03/2013,False,74727,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529445,181683,-0.135755,51.519253,Unknown,08/05/2016,"(51.519253, -0.135755)",2361
The Dublin Castle,,94      Parkway,London,NW1 7AN,7843,Pub/bar/nightclub,425911,FHRS,10,10,10,3,22/11/2010,False,6211,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528702,183688,-0.145712,51.537432,Unknown,08/05/2016,"(51.537432, -0.145712)",2362
The Duke of Hamilton,,23-25      New End,London,NW3 1JD,7843,Pub/bar/nightclub,424247,FHRS,5,10,0,4,05/08/2010,False,2135,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526422,186016,-0.177746,51.558877,Unknown,08/05/2016,"(51.558877, -0.177746)",2363
The Duke of York,,7      Roger Street,London,WC1N 2PB,7843,Pub/bar/nightclub,426518,FHRS,5,10,5,4,02/01/2013,False,9145,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530770,182111,-0.11651,51.522794,Unknown,08/05/2016,"(51.522794, -0.11651)",2364
The Electric Ballroom,,184      Camden High Street,London,NW1 8QP,7843,Pub/bar/nightclub,424874,FHRS,0,5,5,5,13/03/2014,False,3762,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528885,183945,-0.142995,51.5397,Unknown,08/05/2016,"(51.5397, -0.142995)",2365
The Engineer,,65      Gloucester Avenue,London,NW1 8JH,7843,Pub/bar/nightclub,425238,FHRS,0,5,0,5,03/05/2012,False,5211,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528340,183967,-0.150841,51.540022,Unknown,08/05/2016,"(51.540022, -0.150841)",2366
The Enterprise,,2      Haverstock Hill,London,NW3 2BL,7843,Pub/bar/nightclub,424741,FHRS,5,5,5,5,14/09/2012,False,3249,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528172,184434,-0.153092,51.544257,Unknown,08/05/2016,"(51.544257, -0.153092)",2367
The Enterprise,,38      Red Lion Street,London,WC1R 4PN,7843,Pub/bar/nightclub,423759,FHRS,5,10,5,4,09/03/2015,False,11860,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530717,181830,-0.117364,51.520281,Unknown,08/05/2016,"(51.520281, -0.117364)",2368
The Espresso Room,,31-35      Great Ormond Street,London,WC1N 3HZ,1,Restaurant/Cafe/Canteen,426080,FHRS,5,5,5,5,13/09/2012,False,65694,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530517,181989,-0.1202,51.521756,Unknown,08/05/2016,"(51.521756, -0.1202)",2369
Bleeding Heart Restaurant,,3-5      Bleeding Heart Yard,London,EC1N 8SJ,1,Restaurant/Cafe/Canteen,424064,FHRS,0,5,0,5,08/02/2016,False,20176,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531441,181746,-0.106966,51.519358,Unknown,08/05/2016,"(51.519358, -0.106966)",237
The Euston Flyer,,83-87      Euston Road,London,NW1 2RA,7843,Pub/bar/nightclub,424499,FHRS,0,10,5,4,14/03/2012,False,24702,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,529997,182716,-0.127423,51.528401,Unknown,08/05/2016,"(51.528401, -0.127423)",2370
The Falkland Stores,,71      Falkland Road,London,NW5 2XB,4613,Retailers - other,424192,FHRS,10,10,10,3,26/04/2012,False,20896,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529309,185313,-0.136368,51.551905,Unknown,08/05/2016,"(51.551905, -0.136368)",2371
The Fiddlers Elbow,,1      Malden Road,London,NW5 3HS,7843,Pub/bar/nightclub,424776,FHRS,5,10,5,4,19/03/2007,False,3365,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528275,184683,-0.151503,51.546471,Unknown,08/05/2016,"(51.546471, -0.151503)",2372
The Fitzrovia,,18      Goodge Street,London,W1T 2QD,7843,Pub/bar/nightclub,423679,FHRS,0,0,0,5,30/04/2012,False,10505,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529504,181759,-0.134863,51.519922,Unknown,08/05/2016,"(51.519922, -0.134863)",2373
The Flask Public House,,14      Flask Walk,London,NW3 1HE,7843,Pub/bar/nightclub,424531,FHRS,0,5,0,5,22/11/2010,False,2578,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526483,185792,-0.176933,51.55685,Unknown,08/05/2016,"(51.55685, -0.176933)",2374
The Folio Society Ltd,,44      Eagle Street,London,WC1R 4FS,1,Restaurant/Cafe/Canteen,423756,FHRS,0,0,5,5,10/03/2011,False,11825,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530694,181667,-0.11777,51.518813,Unknown,08/05/2016,"(51.518813, -0.11777)",2375
The Food Chain (UK) Ltd,Acorn House,314-320      Gray's Inn Road,London,WC1X 8DP,1,Restaurant/Cafe/Canteen,470824,FHRS,5,0,5,5,13/05/2015,False,72584,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530585,182726,-0.118948,51.528355,Unknown,08/05/2016,"(51.528355, -0.118948)",2376
The Food Shop,,42 Theobald's Road,,WC1X 8NW,1,Restaurant/Cafe/Canteen,865588,FHRS,10,15,20,1,07/04/2016,False,82339,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530805,181915,-0.116078,51.521024,Unknown,08/05/2016,"(51.521024, -0.116078)",2377
The Forum,,9-17      Highgate Road,London,NW5 1JY,1,Restaurant/Cafe/Canteen,424269,FHRS,0,0,0,5,14/07/2011,False,2159,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528924,185319,-0.14193,51.552039,Unknown,08/05/2016,"(51.552039, -0.14193)",2378
The Fruit Bowl,,278      Kentish Town Road,London,NW5 2AA,4613,Retailers - other,425175,FHRS,10,5,5,4,09/08/2006,False,50094,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529030,185096,-0.140483,51.550019,Unknown,08/05/2016,"(51.550019, -0.140483)",2379
Blooms Pizza Cafe,Royal National Hotel,Bedford Way,London,WC1H 0JX,1,Restaurant/Cafe/Canteen,425387,FHRS,5,5,5,5,04/02/2014,False,55144,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530026,182144,-0.127202,51.523262,Unknown,08/05/2016,"(51.523262, -0.127202)",238
The Fryers Delight,,19      Theobald's Road,London,WC1X 8SL,7844,Takeaway/sandwich shop,424403,FHRS,10,10,5,3,10/02/2014,False,22580,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530727,181841,-0.11723,51.520369,Unknown,08/05/2016,"(51.520369, -0.11723)",2380
The Fulwood,Cromwell House,14      Fulwood Place,London,WC1V 6HZ,1,Restaurant/Cafe/Canteen,425556,FHRS,5,10,5,4,08/09/2015,False,57654,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530991,181699,-0.11348,51.519032,Unknown,08/05/2016,"(51.519032, -0.11348)",2381
The Gallery,,190      Broadhurst Gardens,London,NW6 3AY,7841,Other catering premises,424794,FHRS,10,15,20,1,17/02/2016,False,34850,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525596,184626,-0.190137,51.546569,Unknown,08/05/2016,"(51.546569, -0.190137)",2382
The Garden Gate,,14      South End Road,London,NW3 2QE,7843,Pub/bar/nightclub,424566,FHRS,5,10,5,4,07/04/2012,False,2655,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527276,185569,-0.165595,51.554668,Unknown,08/05/2016,"(51.554668, -0.165595)",2383
The Gardens,,188      Broadhurst Gardens,London,NW6 3AY,1,Restaurant/Cafe/Canteen,424822,FHRS,0,0,0,5,22/04/2010,False,35556,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525596,184626,-0.190137,51.546569,Unknown,08/05/2016,"(51.546569, -0.190137)",2384
The Gaucho Grill,,64      Heath Street,London,NW3 1DN,1,Restaurant/Cafe/Canteen,424196,FHRS,0,5,0,5,28/06/2012,False,2096,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526389,185874,-0.178259,51.557608,Unknown,08/05/2016,"(51.557608, -0.178259)",2385
The Generator Ltd (Restaurant),,37      Tavistock Place,London,WC1H 9SE,1,Restaurant/Cafe/Canteen,425359,FHRS,,,,1,06/11/2015,False,54696,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530181,182455,-0.124854,51.526021,Unknown,08/05/2016,"(51.526021, -0.124854)",2386
The George,,8      Great Queen Street,London,WC2B 5DG,7843,Pub/bar/nightclub,423848,FHRS,5,5,10,4,20/03/2012,False,13737,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530503,181364,-0.120633,51.516143,Unknown,08/05/2016,"(51.516143, -0.120633)",2387
The George,,250      Haverstock Hill,London,NW3 2AE,7843,Pub/bar/nightclub,424772,FHRS,0,0,0,5,23/03/2012,False,3338,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,527249,185230,-0.166093,51.551627,Unknown,08/05/2016,"(51.551627, -0.166093)",2388
The Gift Centre,,140      Southampton Row,London,WC1B 5AG,4613,Retailers - other,423730,FHRS,,,,Exempt,04/08/2008,False,11191,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530307,181928,-0.123248,51.521248,Unknown,08/05/2016,"(51.521248, -0.123248)",2389
Bloomsbury Baptist Church,,235      Shaftesbury Avenue,London,WC2H 8EP,7841,Other catering premises,424825,FHRS,0,5,0,5,12/11/2014,False,35614,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530079,181386,-0.126732,51.516438,Unknown,08/05/2016,"(51.516438, -0.126732)",239
The Giggly Pig Company,,Malet Street,London,WC1E 7JG,7844,Takeaway/sandwich shop,426331,FHRS,5,5,10,4,09/08/2012,False,71717,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529692,182124,-0.132021,51.523159,Unknown,08/05/2016,"(51.523159, -0.132021)",2390
The Gilbert Scott Restaurant,St Pancras Renaissance Hotel,Euston Road,,NW1 2AR,1,Restaurant/Cafe/Canteen,507270,FHRS,5,5,5,5,03/03/2015,False,76285,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,530074,182875,-0.126255,51.529812,Unknown,08/05/2016,"(51.529812, -0.126255)",2391
