sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
258081,2.44959225732088,3,4,9,5,5,5,3,1
258083,,,7,8,3,6,3,1,2
258085,,,4,9,6,2,2,3,2
258087,,,7,8,6,6,6,1,2
258088,,,7,10,5,6,5,1,2
258093,,,4,2,5,6,5,3,2
258094,1.48159658429007,2,4,2,6,6,6,1,2
258101,0.569244437940543,2,7,6,5,3,3,3,2
258102,,,7,2,2,2,2,1,2
258104,,,1,1,6,6,6,3,2
258106,1.00502003217996,2,7,3,3,6,3,3,1
258107,,,7,3,2,3,2,3,1
258108,,,7,3,2,3,2,3,2
258111,0.782385287864073,3,7,6,2,2,2,3,1
258112,,,7,9,4,2,2,2,2
258115,,,7,1,1,2,1,1,1
258117,,,4,2,2,3,2,3,1
258118,2.33360377174052,6,1,2,6,6,6,3,2
258121,,,4,3,6,2,2,2,1
258123,1.07769144478427,2,7,11,4,2,2,3,2
258124,1.28051337951155,3,7,9,3,6,3,3,1
258125,,,4,3,2,6,2,2,1
258126,,,7,10,3,6,3,3,1
258127,0.468782518201978,2,7,9,3,6,3,3,2
258131,0.677637624770446,2,7,2,3,2,2,2,1
258132,,,7,3,6,5,5,3,1
258133,,,4,9,5,6,5,3,1
258138,,,4,3,6,6,6,1,2
258142,,,7,9,1,6,1,1,1
258143,,,7,3,4,6,4,3,1
258145,2.9466318174396,3,7,9,6,2,2,1,1
258148,,,7,11,1,5,1,3,2
258150,0.977339758677511,2,7,9,3,3,3,1,2
258151,,,4,7,1,2,1,1,1
258152,1.33496292786126,3,7,5,3,3,3,3,1
258154,4.96960555852728,4,7,8,6,6,6,3,1
258155,,,7,5,3,5,3,1,2
258157,,,7,2,4,3,3,2,1
258160,,,7,10,6,6,6,3,2
258161,,,7,11,6,6,6,3,2
258167,,,4,5,1,3,1,1,1
258170,1.50951597326031,3,7,11,2,3,2,3,2
258177,1.00362168166392,2,7,1,2,3,2,1,2
258179,,,7,7,5,6,5,3,2
258188,0.575678235877855,1,4,2,6,2,2,2,1
258189,,,4,9,1,3,1,1,2
258190,,,7,3,1,5,1,1,1
258192,,,1,8,3,2,2,1,2
258194,,,7,7,6,6,6,3,2
258196,0.39844579022325,2,7,2,1,3,1,2,2
258199,0.452185019624282,2,7,10,6,3,3,1,2
258202,0.464621591313884,2,7,8,1,2,1,1,2
258203,,,7,8,4,3,3,1,2
258205,,,7,2,6,6,6,2,2
258208,,,7,3,1,3,1,2,1
258211,,,7,3,3,3,3,3,2
258213,,,7,2,3,2,2,1,1
258215,,,4,4,5,5,5,3,1
258216,,,7,3,6,6,6,2,2
258220,,,7,2,6,5,5,3,2
258222,0.657085256751624,3,7,2,2,2,2,1,2
258223,,,4,1,4,5,4,3,2
258225,,,4,10,3,6,3,3,2
258231,0.616966846220926,2,4,3,5,6,5,3,1
258232,,,7,4,1,3,1,1,1
258234,,,4,7,6,6,6,1,1
258235,0.553404246386579,3,4,8,2,2,2,1,2
258238,,,7,2,3,3,3,3,2
258240,,,7,2,4,5,4,3,1
258241,,,4,11,6,6,6,3,2
258244,,,7,8,6,5,5,3,2
258245,0.683188795721683,1,7,3,4,5,4,2,1
258246,,,7,6,6,2,2,1,2
258247,0.349224469400118,2,7,8,2,3,2,3,2
258248,,,7,5,3,2,2,1,2
258251,,,7,6,5,5,5,3,2
258252,,,7,5,5,5,5,3,2
258255,,,7,5,5,6,5,3,1
258257,,,7,6,6,5,5,3,1
258258,,,4,9,3,3,3,1,1
258260,,,7,5,2,2,2,3,1
258261,,,7,5,1,1,1,1,2
258262,,,7,8,1,2,1,1,1
258263,,,7,9,6,3,3,2,1
258264,,,4,10,5,3,3,2,2
258270,0.274527451382101,2,7,4,1,3,1,1,2
258272,0.699246505116882,3,4,1,2,5,2,3,2
258273,1.35242267364358,3,7,1,1,2,1,1,1
258279,,,7,4,1,2,1,1,1
258282,,,4,1,4,6,4,1,2
258283,2.29376645242584,3,1,6,3,6,3,3,1
258284,,,7,1,4,5,4,3,2
258285,,,4,2,5,5,5,3,1
258286,0.516648052620833,2,7,3,5,3,3,3,2
258287,0.768118886318899,2,7,6,3,6,3,3,1
258288,,,7,9,1,6,1,2,2
258294,0.495264213620923,2,7,6,1,3,1,1,2
258296,,,7,1,3,5,3,3,1
258297,0.560010933387957,2,4,2,1,3,1,1,2
258298,,,4,11,2,3,2,3,1
258300,,,4,6,6,5,5,3,1
258301,,,7,2,6,3,3,3,2
258302,,,7,2,6,2,2,2,2
258303,2.7172749701063,3,4,10,4,6,4,3,2
258306,,,7,3,6,2,2,3,2
258307,0.733373798552345,7,4,6,1,4,1,1,2
258309,,,7,3,6,6,6,3,1
258310,1.08163600508945,3,7,10,3,3,3,3,1
258311,1.55936135124087,3,4,10,4,5,4,2,1
258312,0.882240745236073,3,7,10,1,5,1,2,1
258315,,,7,9,1,3,1,1,2
258317,,,7,7,6,6,6,3,2
258318,,,7,5,2,4,2,2,1
258324,,,1,3,4,3,3,3,2
258326,1.1848174536422,2,7,6,2,2,2,1,1
258328,,,4,11,2,6,2,2,2
258332,0.819309707932373,2,7,11,2,2,2,1,2
258333,,,7,7,4,3,3,2,1
258334,,,4,5,2,2,2,1,2
258335,0.627318821280033,2,4,9,1,6,1,2,2
258337,0.828051058974547,3,7,2,5,2,2,3,2
258338,0.573971555013684,3,7,1,4,5,4,3,2
258339,0.680619892992877,3,7,2,4,2,2,3,2
258340,,,4,9,1,2,1,3,2
258343,,,7,5,3,4,3,3,2
258348,,,4,11,6,6,6,3,2
258350,,,4,5,6,2,2,2,1
258353,,,4,2,6,5,5,3,1
258354,0.692903512414824,2,7,4,2,3,2,1,1
258355,,,4,5,4,2,2,1,1
258357,,,1,5,6,5,5,1,2
258362,0.458588603543376,2,7,7,1,2,1,1,2
258364,,,7,3,6,6,6,3,2
258366,,,7,5,2,2,2,2,2
258368,1.97804629941223,3,7,6,4,2,2,3,2
258369,0.461419469196397,2,7,5,2,2,2,1,1
258370,0.299757970371082,2,7,3,2,2,2,1,2
258374,,,7,5,6,6,6,2,1
258377,2.19453818181073,6,1,3,5,6,5,3,1
258379,1.98745222735917,2,7,9,4,6,4,2,1
258381,,,4,4,3,5,3,3,2
258382,0.530064762771454,3,7,3,2,5,2,3,2
258383,0.613486169051947,2,7,4,4,2,2,3,2
258384,,,7,8,4,3,3,3,2
258385,0.497258531455669,2,7,6,3,3,3,3,2
258386,,,4,9,6,4,4,3,1
258392,0.835480337779079,2,7,9,1,2,1,3,2
258393,,,4,8,4,2,2,3,2
258394,,,7,2,6,5,5,1,1
258399,,,7,3,1,2,1,2,1
258405,,,4,3,5,5,5,2,2
258406,0.26627116364152,2,7,9,2,1,1,1,2
258409,0.520049651346084,2,7,3,2,2,2,3,2
258410,,,7,10,3,2,2,2,2
258417,,,7,8,6,6,6,3,1
258420,,,4,5,2,6,2,3,1
258423,4.16036691577614,8,4,4,5,3,3,3,2
258425,,,7,9,4,5,4,3,2
258427,,,7,3,6,6,6,3,2
258428,1.44537790567068,1,7,2,5,3,3,3,1
258430,,,1,1,6,6,6,3,1
258432,0.862824260603046,2,7,11,6,6,6,2,1
258435,,,1,1,2,5,2,3,2
258436,,,1,7,6,4,4,2,2
258437,,,7,2,6,2,2,1,1
258438,,,7,3,2,2,2,1,1
258439,,,4,4,4,5,4,3,1
258440,,,4,11,2,2,2,1,1
258443,0.505027869832306,2,7,6,6,2,2,1,1
258447,,,7,2,6,5,5,3,1
258448,,,4,6,1,4,1,1,2
258452,,,7,9,2,2,2,1,2
258453,,,7,6,1,5,1,2,2
258455,,,4,5,5,6,5,3,1
258457,0.956385626218449,2,4,2,3,2,2,2,2
258459,0.751391724771887,2,7,5,3,3,3,1,1
258461,,,7,4,3,4,3,3,2
258462,,,7,11,6,4,4,1,1
258463,0.39844579022325,3,7,2,2,5,2,3,2
258464,,,7,2,2,2,2,3,1
258465,0.614773338143312,2,7,2,2,2,2,3,1
258466,0.65037990019639,2,7,4,1,3,1,1,1
258467,0.547058304534271,3,7,5,2,5,2,2,1
258468,,,7,7,1,5,1,1,1
258471,,,4,11,5,6,5,3,2
258472,,,7,6,3,5,3,2,2
258474,0.766251437110386,6,7,2,6,3,3,1,1
258476,0.465649286053466,2,4,9,4,3,3,2,2
258477,,,7,1,1,2,1,1,2
258479,,,7,9,5,3,3,3,2
258481,0.357560365509674,2,7,3,5,3,3,2,2
258482,0.491890031909992,2,7,5,2,3,2,2,1
258484,,,7,5,1,2,1,1,2
258485,,,7,6,3,3,3,1,2
258487,,,4,2,6,6,6,3,1
258488,,,7,6,4,3,3,1,1
258489,,,7,2,3,2,2,2,1
258491,,,7,3,2,2,2,2,2
258494,,,4,1,6,4,4,3,2
258495,1.51892164712,6,7,5,5,2,2,2,1
258496,,,7,9,5,5,5,3,2
258498,0.35156981161314,2,7,2,1,1,1,1,2
258499,0.824869429798708,3,4,4,1,5,1,1,2
258501,,,7,2,5,3,3,3,2
258502,0.471915827927478,2,7,6,3,2,2,1,1
258504,,,4,2,6,5,5,2,2
258505,,,7,4,6,5,5,3,2
258507,,,4,10,4,5,4,2,1
258508,,,7,1,2,2,2,1,1
258509,0.503354065137587,2,4,9,2,2,2,1,2
258511,,,4,6,5,5,5,3,2
258514,,,7,9,3,2,2,1,1
258515,,,7,2,5,5,5,3,1
258516,,,7,9,5,2,2,3,1
258517,3.55747305144782,6,4,11,4,5,4,3,1
258520,,,7,6,2,6,2,2,1
258521,,,4,5,4,3,3,2,1
258522,1.1600344914944,6,7,5,6,6,6,3,1
258525,,,7,9,5,3,3,1,1
258527,,,4,9,6,6,6,3,1
258529,,,7,6,3,6,3,1,1
258530,,,7,9,6,2,2,2,1
258532,,,7,2,4,3,3,3,2
258534,,,7,5,4,2,2,3,1
258535,,,4,9,2,6,2,1,2
258537,1.0819216178342,2,7,2,3,5,3,2,2
258538,0.425497809870645,2,4,1,6,2,2,3,2
258540,,,4,4,1,3,1,1,2
258541,0.442377095916928,2,7,6,3,5,3,3,2
258542,,,7,3,5,5,5,3,1
258551,0.381973968734621,2,7,4,1,2,1,1,1
258552,,,4,5,3,6,3,2,2
258555,,,7,2,5,5,5,3,1
258558,0.818931436571879,3,4,5,3,3,3,3,2
258559,,,7,3,6,1,1,2,1
258562,,,7,4,1,6,1,3,1
258565,0.488836242920501,2,7,3,2,4,2,3,1
258567,0.338008312224449,2,7,10,1,1,1,2,2
258569,,,7,5,6,5,5,3,2
258576,1.41976206145588,3,7,9,2,2,2,3,1
258578,,,7,6,3,1,1,2,1
258579,0.460749824726455,6,7,10,5,5,5,3,2
258580,,,7,2,1,2,1,3,1
258583,,,7,2,2,3,2,3,1
258584,,,7,5,4,3,3,3,2
258585,0.501977614196333,4,4,9,1,5,1,1,2
258586,0.397243903102056,2,7,7,2,2,2,2,2
258587,,,7,2,4,2,2,3,2
258588,,,7,1,6,2,2,3,2
258590,0.737860343867879,2,7,1,4,5,4,3,2
258593,0.795934122440663,2,7,4,1,2,1,1,2
258595,0.554186132895899,2,7,10,2,5,2,2,1
258597,3.80539361506215,6,7,11,5,5,5,3,1
258598,,,4,7,6,6,6,3,2
258599,,,4,11,4,4,4,2,2
258600,,,7,6,6,6,6,3,1
258601,,,7,1,4,6,4,2,2
258602,,,7,7,5,5,5,3,1
258606,,,7,9,1,2,1,1,2
258607,,,7,4,4,6,4,3,2
258609,,,7,5,3,4,3,3,2
258610,,,7,1,1,3,1,2,2
258614,,,7,2,3,5,3,3,2
258616,1.10200517773331,2,7,10,2,6,2,3,2
258619,0.67039379391008,3,7,3,5,5,5,2,2
258621,1.07546346939549,2,7,9,5,3,3,2,1
258623,,,4,6,3,3,3,3,2
258625,,,4,2,6,6,6,3,1
258634,2.59621278995746,3,4,9,6,3,3,3,1
258635,0.789270648002975,3,7,6,3,1,1,3,2
258637,0.759914397672397,3,7,4,1,5,1,3,2
258638,7.90810165807542,3,1,11,3,6,3,3,1
258639,,,4,3,5,6,5,3,1
258640,1.25190726452075,4,7,5,3,3,3,3,2
258641,,,4,1,2,3,2,1,2
258642,,,7,4,2,6,2,1,2
258646,,,7,2,3,3,3,3,2
258647,1.13333450862081,8,4,4,5,6,5,2,2
258649,,,7,4,2,5,2,1,2
258650,1.43740777791742,3,7,1,4,2,2,3,1
258653,0.650834502872876,4,7,3,2,3,2,3,1
258654,,,7,6,5,5,5,3,2
258655,,,7,5,4,6,4,2,1
258657,1.02857022124409,5,7,8,4,4,4,2,2
258658,,,7,5,6,5,5,3,2
258661,1.08204252647806,3,4,11,6,5,5,3,2
258662,,,4,11,3,2,2,1,2
258664,0.465360473588044,2,7,6,2,2,2,1,2
258665,1.4815434913798,4,7,11,5,2,2,3,2
258666,,,4,3,2,2,2,1,2
258668,,,7,2,5,5,5,3,1
258669,,,4,3,5,5,5,3,2
258671,,,4,9,3,5,3,3,2
258672,2.2972873843521,3,7,8,3,6,3,3,1
258673,,,7,7,2,4,2,3,2
258674,,,4,4,1,3,1,1,2
258679,0.982346613776465,2,7,8,2,3,2,3,1
258681,0.425829308840287,2,7,5,2,2,2,2,1
258683,,,4,1,5,6,5,3,2
258685,,,7,6,3,6,3,3,2
258686,2.7216916248982,4,7,6,5,5,5,3,1
258687,,,7,11,1,1,1,1,1
258689,1.79223410159447,4,4,1,4,5,4,3,2
258690,0.680571974475398,2,7,11,3,3,3,3,1
258691,,,7,10,3,5,3,3,2
258692,0.301513681705384,2,7,5,2,2,2,3,2
258694,0.668607792940838,5,4,9,3,6,3,3,2
258698,,,1,6,4,4,4,2,2
258699,0.381664309074023,2,7,8,1,2,1,1,1
258700,,,4,9,1,1,1,3,1
258701,,,7,9,3,3,3,3,1
258702,,,7,9,2,2,2,2,1
258704,,,7,6,1,2,1,3,1
258706,,,7,2,3,3,3,3,2
258707,,,7,3,3,5,3,3,1
258711,,,7,9,6,6,6,2,2
258712,,,7,9,1,2,1,1,2
258715,3.26100531590012,1,7,6,6,5,5,3,1
258716,,,7,4,1,2,1,1,1
258717,,,7,11,3,3,3,2,1
258718,0.951797516490937,2,7,2,2,4,2,2,1
258719,,,4,9,3,6,3,3,2
258721,,,4,11,4,2,2,3,2
258722,,,4,2,6,6,6,3,2
258727,0.299440302213815,2,7,2,3,3,3,3,2
258728,,,7,10,5,5,5,3,1
258729,,,7,9,5,1,1,2,1
258730,,,4,9,2,5,2,3,2
258731,,,7,2,6,5,5,3,1
258733,1.13053264460684,3,4,11,3,2,2,1,1
258734,,,7,2,4,6,4,3,2
258735,,,4,6,4,5,4,2,1
258737,,,7,2,1,3,1,2,2
258738,,,4,7,6,3,3,3,1
258740,,,7,6,1,2,1,2,1
258741,0.876983873047406,2,7,3,4,2,2,1,1
258743,,,7,5,6,6,6,3,1
258744,0.591374739096982,3,7,9,5,4,4,3,2
258747,,,7,2,2,3,2,2,1
258748,,,4,2,4,2,2,3,1
258749,,,7,9,2,1,1,2,1
258751,,,4,3,5,5,5,3,2
258752,,,4,3,5,6,5,3,2
258755,0.399225851101647,2,7,3,4,5,4,2,2
258756,,,7,4,4,3,3,3,1
258757,,,7,9,2,5,2,3,1
258760,,,7,9,1,5,1,1,1
258761,,,4,2,3,5,3,1,2
258762,,,7,5,1,1,1,1,2
258764,,,7,1,6,5,5,3,1
258765,0.864750935546736,2,7,6,1,1,1,1,2
258769,0.422958623880692,2,7,4,1,3,1,1,2
258770,0.77000004994684,2,7,11,3,5,3,2,2
258774,,,1,10,5,5,5,2,1
258775,,,1,3,6,5,5,2,1
258776,0.553237582974822,2,7,8,1,1,1,1,2
258778,,,7,2,5,6,5,3,1
258782,0.737013740163961,2,7,2,6,6,6,2,1
258783,,,7,6,1,2,1,2,1
258784,1.26829125197889,2,4,7,4,5,4,1,2
258785,,,7,7,6,1,1,1,2
258786,,,7,5,3,3,3,2,2
258788,,,4,9,3,3,3,3,1
258790,,,7,6,6,6,6,3,2
258792,0.558348495094096,2,4,4,4,2,2,3,2
258795,,,4,10,1,6,1,1,1
258797,0.399710532661472,2,7,8,1,3,1,2,1
258799,,,7,1,2,2,2,2,1
258800,,,7,1,3,3,3,3,1
258801,2.4509766899485,2,4,9,6,2,2,2,2
258803,0.489211811225077,2,7,10,6,2,2,1,1
258804,,,7,11,5,5,5,3,2
258805,,,7,7,6,6,6,3,2
258806,,,4,6,4,4,4,2,2
258808,,,4,1,6,5,5,3,1
258809,0.639488644222869,2,7,3,5,6,5,3,1
258811,,,4,9,6,3,3,3,2
258812,,,7,10,3,5,3,3,1
258814,1.7687268654545,2,4,7,1,2,1,1,1
258816,,,7,2,1,5,1,3,2
258818,,,4,8,2,6,2,3,1
258821,,,-9,5,6,6,6,3,2
258824,2.6280383596831,3,7,9,6,5,5,1,2
258825,,,4,10,3,2,2,2,1
258827,,,7,8,3,2,2,1,2
258828,,,7,10,2,3,2,1,1
258829,,,7,9,5,5,5,3,2
258832,,,4,4,6,5,5,3,2
258834,,,4,6,4,3,3,3,1
258835,1.40416724784757,4,7,10,6,6,6,3,2
258836,0.526536979970796,2,7,7,1,5,1,1,2
258837,,,4,3,1,2,1,1,2
258838,,,7,5,2,5,2,3,1
258843,0.334173322168621,2,7,4,5,5,5,3,2
258844,,,4,3,4,5,4,2,2
258845,0.626104960728727,2,7,4,2,2,2,1,1
258846,0.342277626093601,3,7,3,5,6,5,3,2
258847,0.853540868549568,2,7,11,1,6,1,2,2
258848,,,7,5,4,5,4,3,2
258849,,,7,10,5,4,4,3,2
258850,0.553527114872074,2,7,10,1,2,1,1,2
258851,0.482242464661307,2,7,9,4,3,3,2,2
258852,,,7,3,4,3,3,3,2
258853,,,7,9,6,2,2,3,2
258854,,,4,5,2,5,2,2,2
258856,1.44916146846577,3,7,2,3,6,3,3,1
258858,0.547139864634449,2,4,2,4,1,1,3,2
258860,,,7,5,2,5,2,2,1
258861,,,7,1,5,5,5,3,2
258862,0.341240570529604,6,4,5,3,2,2,2,2
258864,,,7,3,2,3,2,3,1
258867,,,4,9,6,5,5,3,2
258868,,,1,3,4,4,4,3,2
258869,1.41487002271402,2,7,11,3,3,3,3,1
258871,,,7,9,2,4,2,2,1
258872,,,7,3,1,2,1,1,1
258875,,,7,5,6,4,4,3,2
258876,,,7,10,4,4,4,3,1
258879,,,7,9,6,2,2,3,2
258880,,,1,9,3,2,2,1,2
258883,,,4,11,6,6,6,3,2
258884,,,7,6,1,3,1,1,1
258885,,,4,10,6,6,6,3,2
258886,0.631419628938611,3,4,5,5,3,3,3,2
258887,0.968775536848022,3,7,5,3,5,3,2,2
258888,,,7,11,3,5,3,1,2
258889,,,4,4,5,3,3,2,2
258891,,,1,4,4,5,4,3,2
258896,,,4,8,5,6,5,3,2
258897,,,7,5,5,3,3,3,2
258898,,,7,2,5,4,4,3,1
258900,,,7,2,2,6,2,3,2
258901,5.61383016450288,2,7,8,6,6,6,3,1
258902,0.580219010671267,3,7,6,2,5,2,3,2
258903,,,1,1,4,2,2,3,2
258904,0.82831135246658,2,7,11,2,5,2,3,1
258906,,,4,9,1,4,1,2,2
258910,2.45350904089109,3,7,4,4,3,3,3,2
258911,,,7,4,3,3,3,3,1
258912,,,4,6,3,2,2,2,2
258913,,,7,5,5,6,5,2,1
258915,,,7,10,6,5,5,3,2
258918,,,4,6,2,4,2,3,2
258920,,,7,3,4,6,4,3,2
258921,,,4,10,1,3,1,1,2
258924,1.0134979950671,3,7,11,1,2,1,1,1
258925,,,7,5,4,3,3,3,1
258927,,,7,10,3,6,3,3,2
258928,,,7,5,4,6,4,2,2
258929,,,4,8,6,6,6,3,1
258931,0.558175830928332,2,7,9,1,2,1,1,2
258933,,,7,10,1,2,1,1,2
258934,,,7,9,1,2,1,1,2
258936,0.584572514468898,2,7,1,3,5,3,3,2
258939,,,4,8,3,5,3,3,1
258941,,,1,3,6,5,5,3,1
258943,,,4,3,2,5,2,1,1
258945,0.454266865693583,2,7,2,2,3,2,2,1
258946,,,7,2,4,2,2,3,2
258947,,,7,5,2,2,2,1,1
258948,0.635787613917883,3,7,9,4,5,4,2,1
258949,0.480809908052752,2,7,10,6,4,4,3,2
258953,1.53016764262714,3,7,2,3,5,3,3,2
258954,,,7,2,6,5,5,1,2
258958,0.876054811252849,2,7,6,4,5,4,2,1
258959,1.10438642674498,3,4,10,4,5,4,1,1
258960,,,7,2,4,6,4,3,1
258961,0.515902813507296,2,7,5,4,6,4,2,2
258963,,,7,5,2,3,2,3,2
258965,,,7,2,1,3,1,1,2
258968,,,7,2,4,3,3,3,1
258969,,,7,2,1,2,1,1,1
258970,0.475698959807827,2,4,10,1,5,1,3,2
258972,0.362550390274478,2,7,5,4,4,4,3,2
258974,,,7,6,2,3,2,3,2
258977,,,7,9,5,6,5,3,1
258978,0.469025112279781,2,7,8,3,5,3,3,2
258980,0.587367228322873,3,4,3,6,5,5,3,2
258981,,,7,5,5,5,5,3,2
258985,,,4,5,6,6,6,3,2
258987,,,7,8,2,2,2,3,1
258991,,,4,3,5,6,5,2,1
258994,,,4,9,3,3,3,2,2
258995,2.35204503890674,2,7,9,3,6,3,3,2
258996,1.23864592169068,6,7,10,5,5,5,3,1
258997,,,7,9,4,6,4,3,2
258998,,,4,2,5,6,5,3,2
258999,0.318740888761975,2,4,5,5,5,5,2,2
259000,0.362865375255862,4,7,2,6,6,6,3,2
259002,0.623423203230435,2,7,2,2,3,2,3,1
259003,,,4,11,4,3,3,3,2
259004,,,7,4,1,2,1,3,2
259005,,,4,5,5,5,5,2,2
259007,0.262317062801964,2,7,3,2,2,2,1,2
259009,,,7,2,2,2,2,1,1
259010,,,4,7,5,6,5,1,2
259015,,,7,5,6,6,6,2,2
259016,,,4,1,1,5,1,3,2
259017,0.386695053559499,2,4,10,1,3,1,1,2
259018,,,7,9,1,6,1,2,2
259020,,,7,10,4,5,4,3,2
259024,,,4,2,5,3,3,3,1
259028,0.587850892093863,2,7,7,3,6,3,2,2
259030,,,7,6,5,2,2,3,1
259031,,,4,3,2,2,2,3,2
259035,0.544257029455888,2,7,4,2,2,2,2,2
259036,0.372336635336087,2,7,2,3,2,2,2,1
259037,0.598345470678017,2,7,3,5,6,5,2,1
259039,,,-9,5,3,4,3,3,1
259040,,,4,5,4,6,4,3,1
259041,,,4,3,6,5,5,3,1
259042,,,4,2,1,5,1,3,1
259043,,,7,6,1,5,1,2,1
259047,3.48941887237724,1,1,5,6,2,2,3,1
259048,0.587405052526585,4,4,10,4,6,4,3,2
259049,0.729890666457597,3,7,10,2,2,2,1,2
259051,,,7,10,1,5,1,3,1
259054,0.544257029455888,2,7,4,4,6,4,3,2
259055,,,7,3,5,6,5,3,1
259057,1.45362531306588,4,7,4,4,6,4,3,2
259058,,,4,5,2,3,2,2,1
259060,0.451412762141621,2,7,3,4,5,4,3,1
259062,,,4,3,5,6,5,3,2
259066,,,7,3,6,5,5,3,2
259067,,,7,10,6,3,3,3,2
259070,,,4,8,2,6,2,3,2
259071,,,7,9,5,5,5,3,1
259073,,,7,4,4,3,3,1,1
259074,0.364158379728008,2,7,5,2,2,2,1,2
259080,0.449357796601751,2,7,10,1,3,1,1,2
259082,0.297283077031315,2,7,9,2,2,2,1,2
259083,,,7,4,2,6,2,1,2
259084,,,4,10,6,3,3,3,2
259085,,,7,10,4,2,2,2,1
259086,,,7,10,3,3,3,3,1
259089,,,7,8,5,5,5,3,1
259092,0.678125487959116,2,7,5,2,2,2,1,1
259094,0.733152680488694,8,7,8,3,6,3,3,2
259095,,,7,7,6,6,6,3,1
259097,,,-9,5,6,6,6,3,2
259098,0.436104965471663,7,4,9,5,5,5,3,2
259100,1.30677497850038,2,7,2,2,2,2,3,1
259102,,,7,6,2,2,2,1,1
259104,,,7,3,6,6,6,3,2
259105,,,7,3,5,5,5,3,2
259108,0.571073223371131,3,7,2,2,2,2,3,2
259109,1.56230104001786,2,7,11,2,4,2,1,1
259110,,,7,3,5,5,5,3,1
259111,0.465649286053466,2,4,9,1,2,1,2,2
259112,,,7,6,3,2,2,3,1
259115,,,4,5,4,6,4,1,1
259116,,,7,6,6,3,3,3,2
259121,,,4,3,3,3,3,3,2
259122,,,1,3,6,6,6,3,1
259126,0.543813472902407,3,7,9,3,2,2,1,2
259127,,,7,3,3,5,3,3,1
259128,,,7,10,1,4,1,3,1
259129,,,4,3,1,5,1,1,1
259130,0.902084165905674,6,7,10,6,6,6,3,2
259132,,,7,6,2,3,2,3,2
259134,0.805884391042756,2,4,6,1,2,1,2,1
259136,,,7,3,1,2,1,1,2
259139,,,7,3,6,2,2,3,2
259140,0.651903656913218,2,7,3,4,3,3,3,1
259141,,,7,2,3,2,2,3,1
259144,0.313006491171665,2,7,9,1,2,1,1,2
259145,0.743174626301501,2,7,6,1,4,1,1,1
259148,,,7,2,1,3,1,1,1
259151,,,7,10,3,3,3,2,1
259158,0.295144708950225,2,7,4,6,5,5,3,1
259159,,,1,1,2,2,2,2,2
259160,,,7,6,4,5,4,3,1
259161,,,7,11,4,5,4,2,2
259163,0.31386550296602,2,4,4,2,2,2,1,1
259164,,,4,6,2,5,2,3,1
259165,,,7,1,3,3,3,3,2
259167,,,7,2,6,6,6,3,1
259170,,,7,4,6,5,5,3,2
259173,,,4,3,5,5,5,3,1
259176,0.839607703069418,2,7,2,5,5,5,3,1
259180,0.5559564716623,3,7,10,5,5,5,3,2
259181,,,7,6,6,3,3,3,2
259183,,,7,10,2,6,2,3,2
259184,,,7,3,6,6,6,3,1
259185,,,7,5,6,5,5,3,2
259186,4.23289036956092,6,7,4,6,5,5,3,1
259187,,,4,10,4,5,4,3,2
259188,,,7,1,6,3,3,3,2
259189,,,7,11,3,1,1,2,2
259190,,,7,10,1,2,1,3,1
259191,,,7,2,2,2,2,3,1
259192,,,7,7,6,6,6,3,2
259194,,,4,6,2,5,2,2,2
259195,0.41230316082363,2,7,3,3,5,3,2,1
259196,,,4,9,2,5,2,3,2
259197,,,4,9,2,5,2,2,1
259200,0.524323533667255,2,7,9,1,3,1,2,2
259204,,,7,9,4,3,3,1,2
259207,,,4,3,4,6,4,3,2
259209,,,7,3,5,6,5,3,1
259211,,,7,4,6,6,6,3,2
259212,,,7,7,2,6,2,1,1
259215,,,7,7,6,6,6,3,1
259218,,,7,1,5,3,3,3,2
259219,0.47192335056059,2,7,10,1,2,1,2,2
259222,1.05766075765786,3,7,9,5,5,5,3,1
259224,0.488754452707492,2,7,10,2,6,2,2,2
259225,,,7,8,5,3,3,3,2
259228,0.558862778027729,2,7,2,3,3,3,1,2
259230,0.932746353434732,3,7,3,6,6,6,3,2
259232,,,4,10,2,3,2,2,2
259234,2.38045275429889,2,7,4,1,3,1,1,1
259235,,,7,8,6,6,6,3,2
259236,0.505528756908403,2,7,6,1,6,1,1,2
259240,,,7,10,2,6,2,1,2
259241,,,-9,8,6,6,6,3,1
259245,,,7,5,3,3,3,3,2
259247,1.15782568132133,2,7,8,5,5,5,3,1
259248,0.477955206435326,3,4,5,6,3,3,1,2
259249,,,7,1,6,2,2,1,1
259250,0.549259858957881,2,7,9,2,3,2,2,1
259251,0.550144319007346,2,7,4,3,2,2,1,2
259252,,,7,9,1,2,1,1,1
259255,,,7,9,4,6,4,2,1
259256,,,7,2,2,2,2,1,1
259257,,,7,5,6,6,6,3,2
259259,0.407813633452812,3,4,10,2,2,2,1,2
259260,0.496787475701603,2,4,8,1,2,1,1,2
259263,,,7,9,1,2,1,3,1
259266,3.58367598298407,1,4,5,4,2,2,1,1
259267,,,7,1,4,6,4,3,2
259268,,,7,9,2,4,2,3,2
259270,,,7,9,2,4,2,2,1
259271,0.461920094312068,2,7,8,2,4,2,2,2
259273,0.360682817618243,3,7,3,6,6,6,3,2
259275,,,4,8,6,6,6,3,1
259276,0.466717023843289,2,7,2,1,2,1,1,2
259277,,,4,9,3,1,1,1,2
259278,,,7,5,3,5,3,3,1
